idindividu;identite;prenom;nom;surnom;provVilleT;titreT;titreTN;professionT;professionTN;chargeEcclT;chargeEcclTN;provDiocT;santeT;statutT;statutTN;titre2T;titre2TN;profession2T;profession2TN;genre
2159;guillelmus blanchi;guillelmus;blanchi;de senasse;NULL;NULL;NULL;garde du palais;garde;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2337;petrus maniafori;petrus;maniafori;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2162;guillelmus marron;guillelmus;marron;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1155;guillelmus bartholomei;guillelmus;bartholomei;nobis;NULL;NULL;NULL;peintre;peintre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1364;guillelmus gruerie;guillelmus;gruerie;bastida;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2226;nicolaus picardi;nicolaus;picardi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1336;guillelmus cambalie;guillelmus;cambalie;NULL;NULL;maitre;maitre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1810;petrus martinenqui;petrus;martinenqui;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1811;petrus martureti;petrus;martureti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1958;johannes milon;johannes;milon;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
721;bertrandus barralli;bertrandus;barralli;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1812;petrus pelati;petrus;pelati;NULL;NULL;NULL;NULL;orfevre bijoutier;orfevre bijoutier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2325;perrotinus de toulouse;perrotinus;de toulouse;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1251;andree clavarii;andree;clavarii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1212;jacobus rolandini;jacobus;rolandini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1486;guillelmus bruni;guillelmus;bruni;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1676;jacobus de trefforti;jacobus;de trefforti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2373;johannes de turre;johannes;de turre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2193;johannes de valledei;johannes;de valledei;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2222;mermodus de vantonz de pringhuis;mermodus;de vantonz de pringhuis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2262;stephanus de viloribus;stephanus;de viloribus;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2481;julianus de navarra;julianus;de navarra;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1602;gaufridus pelliparii;gaufridus;pelliparii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2173;imbertus perroti;imbertus;perroti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1702;johannes de cassanhis;johannes;de cassanhis;NULL;NULL;NULL;NULL;licencie en lois;licencie;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1595;franciscus monaldi;franciscus;monaldi;NULL;florence;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1214;fulconis gezaudi;fulconis;gezaudi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1218;johannes giffredi;johannes;giffredi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1219;geraldus giffredi;geraldus;giffredi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
590;johanna giraudi;johanna;giraudi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2007;rostagnus grassi;rostagnus;grassi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2348;raymundus grimaudi;raymundus;grimaudi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1551;bertrandus guisberti;bertrandus;guisberti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1957;johannes instaudi;johannes;instaudi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1806;petrus iverii;petrus;iverii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2143;clarotius jacobi;clarotius;jacobi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1718;johannes jaucerandi;johannes;jaucerandi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1091;heredes guillelmus descauti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1051;gilete durandi;gilete;durandi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1055;philippe broche;philippe;broche;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1065;mone gigonhane;mone;gigonhane;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1070;ludovice de petragrossa;ludovice;de petragrossa;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1097;heredes johannes baronis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1340;berengarii cavellerii;berengarii;cavellerii;NULL;NULL;chevalier;chevalier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;seigneur;seigneur;NULL;NULL;homme
1675;jacobus chaval;jacobus;chaval;marganho;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1611;gerardus de bosco;gerardus;de bosco;magaderii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1886;bertrandusa pellisserie;bertrandusa;pellisserie;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2233;pasqueta perroti;pasqueta;perroti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1348;johannes coynardi;johannes;coynardi;NULL;NULL;NULL;NULL;jardinier;jardinier;NULL;NULL;NULL;mort;NULL;NULL;NULL;NULL;NULL;NULL;homme
2461;raymundus galorb;raymundus;galorb;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;homme
1347;robertus de furno;robertus;de furno;NULL;NULL;NULL;NULL;orfevre bijoutier;orfevre bijoutier;NULL;NULL;NULL;mort;NULL;NULL;NULL;NULL;NULL;NULL;homme
782;huguetus campanhe;huguetus;campanhe;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
786;jacobus bartholomei;jacobus;bartholomei;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
788;jacobus chautardi;jacobus;chautardi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
790;jacobus michaelis;jacobus;michaelis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
791;jacobus suffredi;jacobus;suffredi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
774;guiraudus fabri�;guiraudus;fabri;NULL;NULL;NULL;NULL;scribe du pape;scribe;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
757;guillelmus de caussina;guillelmus;de caussina;NULL;NULL;NULL;NULL;sergent d armes du pape;sergent d armes;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
803;johannes michaelis de lucques;johannes;michaelis de lucques;NULL;NULL;NULL;NULL;maitre de la maison du cardinal des ursins;maitre de la maison du cardinal;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
807;johannes panasac;johannes;panasac;NULL;NULL;NULL;NULL;bucheron ou agriculteur;bucheron;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
809;johannes de porta aurose;johannes;de porta aurose;NULL;NULL;NULL;NULL;pelletier;pelletier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2300;petrus jaussani;petrus;jaussani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2398;jacoba tortela;jacoba;tortela;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
658;petrus tinelh;petrus;tinelh;NULL;NULL;NULL;NULL;pelletier;pelletier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2313;johanneta tribolet;johanneta;tribolet;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
659;vincentius thomassini;vincentius;thomassini;NULL;NULL;NULL;NULL;jardinier;jardinier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1876;aygline vitalis;aygline;vitalis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2314;guillelmus tribolet;guillelmus;tribolet;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1697;johannes clerici;johannes;clerici;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2249;petrus urssini;petrus;urssini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1657;heredes raymundi germani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1658;heredes raynaudi furonis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1659;heredes rostangni ysonis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
1660;heredes yvoneti jaqueti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
754;gaufridus de sancto michaele;gaufridus;de sancto michaele;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
802;johannes mauriti;johannes;mauriti;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;mort 1366;NULL;NULL;NULL;NULL;NULL;NULL;homme
804;johannes michaelis;johannes;michaelis;NULL;NULL;NULL;NULL;marchand de ble;marchand de ble;NULL;NULL;NULL;mort 1366;NULL;NULL;NULL;NULL;NULL;NULL;homme
1477;johannes de papia;johannes;de papia;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1462;symonus de pollini;symonus;de pollini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1451;petrus de pugeto;petrus;de pugeto;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1263;guillelmus de cistarano;guillelmus;de cistarano;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1268;jaufredus pintsonerii;jaufredus;pintsonerii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1269;johannes blanqueti;johannes;blanqueti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1270;johannes interaqui;johannes;interaqui;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1273;raynerius bonardelli;raynerius;bonardelli;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1274;johannetus de tornone;johannetus;de tornone;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
954;petrus obrerii;petrus;obrerii;NULL;NULL;NULL;NULL;architecte;architecte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;directeur des travaux du palais des papes;directeur de travaux;homme
1022;guillelmus galha;guillelmus;galha;NULL;NULL;NULL;NULL;marchand;marchand;NULL;NULL;NULL;NULL;familier du cardinal gerald de la garde;familier;NULL;NULL;NULL;NULL;homme
836;petrus monjoye;petrus;monjoye;NULL;NULL;NULL;NULL;courrier du pape;courrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
838;petrus ruffi;petrus;ruffi;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
840;petrus talonis;petrus;talonis;NULL;NULL;NULL;NULL;batelier;batelier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
841;petrus de terdona;petrus;de terdona;NULL;NULL;NULL;NULL;peintre;peintre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
843;pontius fulconis;pontius;fulconis;NULL;NULL;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1021;guillelmus de benca;guillelmus;de benca;NULL;NULL;NULL;NULL;sergent d armes de la cour du marechal;sergent d armes;NULL;NULL;diocese de saint-bernard-de comminges;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1014;bertrandus clementis;bertrandus;clementis;NULL;NULL;NULL;NULL;fustier ou marchand;fustier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1018;ferrarius sperandei senior;ferrarius;sperandei senior;NULL;NULL;NULL;NULL;jurisperitus ou bourgeois;jurisconsulte;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1023;guillermus velheri;guillermus;velheri;NULL;NULL;NULL;NULL;marchand de ble;marchand de ble;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1024;hugonis vitalis;hugonis;vitalis;NULL;NULL;NULL;NULL;epicier ou marchand;epicier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2281;pontius recordi;pontius;recordi;NULL;avignon;NULL;NULL;drapier;drapier;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;homme
2276;anthonius de vercellis;anthonius;de vercellis;barnabo;NULL;maitre;maitre;barbier;barbier;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;homme
1801;petrus desiderii alias dictus esquicha;petrus;desiderii;dictus esquicha;NULL;NULL;NULL;boucher;boucher;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1143;guillelmus corrigerii;guillelmus;corrigerii;NULL;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;mort prevot;citoyen d avignon;citoyen d avignon;NULL;NULL;NULL;NULL;homme
1472;guillelmus de torrellas;guillelmus;de torrellas;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1392;bertholomeus de vassinhaco;bertholomeus;de vassinhaco;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1457;ramundi duranti;ramundi;duranti;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2196;johannes ferrerii;johannes;ferrerii;daussurra;NULL;NULL;NULL;marchand;marchand;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1131;raymundus roche;raymundus;roche;NULL;NULL;NULL;NULL;pelletier;pelletier;NULL;NULL;NULL;mort prevot;NULL;NULL;NULL;NULL;NULL;NULL;homme
1153;raymundus rebolli;raymundus;rebolli;NULL;NULL;NULL;NULL;boucher;boucher;NULL;NULL;NULL;mort prevot;NULL;NULL;NULL;NULL;NULL;NULL;homme
1503;andreas dusuer;andreas;dusuer;de podio;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1156;symonis alamanni;symonis;alamanni;NULL;NULL;NULL;NULL;boulanger;boulanger;NULL;NULL;NULL;mort prevot;NULL;NULL;NULL;NULL;NULL;NULL;homme
1522;bartholomeus floreti;bartholomeus;floreti;norman;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2031;bernardus de tartasio;bernardus;de tartasio;lo gasco;NULL;NULL;NULL;NULL;NULL;pretre de saint-pierre;pretre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1455;pontius frucherii;pontius;frucherii;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1440;johannes gabilote;johannes;gabilote;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1480;petrus galvadani;petrus;galvadani;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
667;johannes tarchacat;johannes;tarchacat;NULL;NULL;NULL;NULL;huissier du pape;huissier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
668;johannes garnerii;johannes;garnerii;NULL;NULL;NULL;NULL;lapicide;lapicide;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
767;guillermus laugerii;guillermus;laugerii;de meleto;NULL;NULL;NULL;agriculteur;agriculteur;NULL;NULL;NULL;mort 1366;NULL;NULL;NULL;NULL;NULL;NULL;homme
2282;hugonus imberti;hugonus;imberti;de lunello;NULL;NULL;NULL;epicier;epicier;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;homme
1804;petrus gasberti alias dictus gercius;petrus;gasberti;gercius;NULL;NULL;NULL;jardinier;jardinier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2074;johannes gazays;johannes;gazays;de albenaco;NULL;NULL;NULL;patre;patre;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2403;guillelmus gasqui alias nigri;guillelmus;gasqui alias nigri;nigri;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1987;petrus grassi;petrus;grassi;cognominati;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2338;guillelmus fasse;guillelmus;fasse;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2050;guillelmus ubertini;guillelmus;ubertini;NULL;NULL;NULL;NULL;aubergiste;aubergiste;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
2213;maria clinquardi;maria;clinquardi;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1527;bauda de gorda;bauda;de gorda;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;femme
1542;bertranda de lago;bertranda;de lago;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;femme
1854;stephaneta de lyon;stephaneta;de lyon;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;femme
1759;margota de ruppemaura;margota;de ruppemaura;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;femme
1590;florina de sancta agatha;florina;de sancta agatha;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;mort saint-pierre;NULL;NULL;NULL;NULL;NULL;NULL;femme
2141;catherina de alvernia;catherina;de alvernia;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1669;hugueta de arbrella;hugueta;de arbrella;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2114;alasacia de belna;alasacia;de belna;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1499;alasacia de bosco;alasacia;de bosco;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2177;johanna de bosco;johanna;de bosco;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1891;dame de bulbone;dame;de bulbone;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
2260;scita de caffa;scita;de caffa;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;femme
1162;johannes speciatoris;johannes;speciatoris;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1476;jacobus lartesuych;jacobus;lartesuych;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1435;hugonus malespine;hugonus;malespine;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1393;bertrandus mathei;bertrandus;mathei;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1481;petrus maurini;petrus;maurini;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1401;guillelmus mychaeli;guillelmus;mychaeli;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1456;pontius nigri;pontius;nigri;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
603;michael de cavallione�;michael;de cavallione;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
614;heredes hugonis de riali domicelli de rononachis;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;heritier
671;perotin chambriers;perotin;chambriers;NULL;NULL;NULL;NULL;platrier;platrier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
682;bartholomeus raynaudi;bartholomeus;raynaudi;NULL;NULL;NULL;NULL;cordier;cordier;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;homme
1176;stephanus de maronis;stephanus;de maronis;NULL;NULL;seigneur;seigneur;NULL;NULL;NULL;NULL;NULL;mort prevot;NULL;NULL;NULL;NULL;NULL;NULL;homme
1237;franciscus de neapoli;franciscus;de neapoli;NULL;NULL;seigneur;seigneur;NULL;NULL;NULL;NULL;NULL;mort prevot;NULL;NULL;NULL;NULL;NULL;NULL;homme
797;johannes de brugeria�;johannes;de brugeria;de noyer;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;mort 1366;familier du feu eveque d arles;familier;NULL;NULL;NULL;NULL;homme
